! '':4
! -rrb-:60
! .:6
! </s>:1518
!! -rrb-:3
!! -rsb-:1
!! .:4
!! </s>:132
!!! '':1
!!! -rrb-:2
!!! .:5
!!! </s>:82
!!!! 2:1
!!!! a:1
!!!! being:1
!!!! did:1
!!!! easy:2
!!!! finally:1
!!!! i:2
!!!! idk:1
!!!! instead:1
!!!! its:1
!!!! more:1
!!!! ok:1
!!!! purchased:1
!!!! so:1
!!!! the:1
!!!! this:5
!!!! very:1
!!!! way:1
!!!! what:1
!!!!! amazing:1
!!!!! and:1
!!!!! believe:1
!!!!! everything:1
!!!!! i:3
!!!!! no:1
!!!!! these:2
!!!!! this:1
!!!!!! as:1
!!!!!! i:2
!!!!!! love:1
!!!!!!! everything:1
!!!!!!! first:1
!!!!!!! i:1
!!!!!!!!!!! would:1
!!!!!!!!!!!!!!!!!! moreeven:1
!!!!!?????? i:1
!!!???? the:1
!? '':1
!? -rrb-:1
!? </s>:1
# !!!!:1
# $:1
# ':1
# .:1
# /:1
# 1:7
# 10:1
# 12:2
# 2:3
# 3:4
# wow:1
### gt:1
'm feeling:1
'm finding:1
'm fine:1
'm forgetting:1
'm generally:1
'm getting:8
'm gigging:1
'm giving:3
'm glad:41
'm going:39
'm gon:4
'm good:4
'm guessing:7
'm hanging:1
'm happiest:1
'm happy:31
'm hard:1
'm having:3
'm headed:1
'm honestly:1
'm hoping:4
'm impressed:6
'm in:16
'm inclined:1
'm interested:3
'm just:17
'm keeping:3
'm kind:1
'm kinda:1
'm lazy.this:1
'm leading:1
'm learning:4
'm leaving:1
'm liking:1
'm literally:1
'm looking:8
'm loving:4
'm mad:1
'm mainly:2
'm more:7
'm mounting:1
'm moving:1
'm much:2
'm never:2
'm new:1
'm no:10
'm not:133
'm noticing:1
'm now:7
'm obviously:1
'm old:2
'm on:7
'm one:1
'm only:5
'm partial:1
'm perfectly:1
'm picking:1
'm picky:1
'm planning:5
'm playing:20
'm please:1
'm pleased:7
'm plucking:1
'm possibly:1
'm practicing:2
'm preferring:1
'm prepared:1
'm pretty:12
'm primarily:1
'm prone:1
'm quite:8
'm rambling:1
'm rapidly:1
'm rather:4
'm rating:1
'm ready:3
'm really:18
'm recording:2
'm restringing:1
'm returning:2
'm reviewing:2
'm running:5
'm sad:1
'm satisfied:5
'm saying:1
'm scrambling:1
'm seated:1
'm secure:1
'm self-recording:1
'm selling:1
'm sending:1
'm serious:1
'm seriously:1
'm shocked:1
'm sick:1
'm singing:1
'm skeptical:1
'm slower:1
'm so:11
'm sold:1
'm sorry:2
'm spoiled:1
'm starting:1
'm staying:1
'm sticking:4
'm still:21
'm stingy:2
'm strictly:1
'm struggling:1
'm stuck:2
'm super:2
'm sure:42
'm surprised:4
'm switching:1
'm taking:2
'm talking:7
'm telling:2
'm tempted:1
'm testing:1
'm the:2
'm thinking:5
'm thoroughly:1
'm tired:2
'm told:2
'm torn:1
'm totally:1
'm trusting:1
'm trying:2
'm turned:1
'm updating:1
'm use:1
'm used:7
'm using:38
'm usually:1
'm very:57
'm waiting:1
'm wanting:1
'm watching:2
'm way:1
'm wearing:1
'm willing:3
'm wondering:1
'm working:2
'n play:1
'n roses:2
'n' r:2
'n' roll:1
're $:1
're 2:2
're ``:1
're a:42
're about:2
're absolutely:1
're actually:1
're adjusting:1
're again:1
're aging:1
're all:11
're already:1
're also:6
're always:1
're amazing:1
're an:5
're are:1
're arpeggiating:1
're artists:1
're as:2
're asking:1
're at:1
're available:2
're back:1
're based:1
're basically:1
're battery:2
're being:1
're better:5
're big:1
're boss:1
're both:3
're breaking:1
're broke:1
're built:2
're buying:3
're called:1
're careful:2
're cheap:4
're clearly:1
're close:1
're combining:1
're comparing:3
're considering:1
're constantly:1
're curious:1
're d'addario:1
're debating:1
're definitely:1
're determined:1
're doing:10
're done:3
're dreadfully:1
're durable:3
're easier:1
're easy:6
're effective:1
're either:1
're engaged:1
're especially:2
're every:1
're exactly:1
're experiencing:1
're fail:1
're fairly:4
're fantastic:1
're feeding:1
're fender:1
're flat:2
're flexible:1
're fooling:1
're forced:1
're freaky:1
're functional:1
're getting:6
're gigging:1
're given:1
're going:19
're golden:1
're gon:2
're good:11
're gorgeous:1
're great:4
're guitars:1
're half:2
're happy:1
're having:1
're hearing:1
're hemming:1
're here:1
're hesitant:1
're high:1
're holding:1
're in:17
're incredibly:2
're indestructable:1
're inexpensive:3
're inexpensively:1
're installed:1
're interested:3
're into:3
're job:1
're just:17
're keeping:1
're kind:1
're knobs:1
're left:1
're lighter:1
're like:7
're likely:2
're listed:1
're living:1
're looking:53
're lookingfor:1
're lost:1
're lucky:2
're lusting:1
're machine:1
're made:3
're mileage:1
're missing:1
're more:4
're much:3
're musicians:1
're musicians?as:1
're never:1
're new:1
're no:1
're noisy:1
're not:51
're nylon:1
're off:2
're on:12
're one:1
're only:3
're onstage:1
're ordering:1
're out:1
're over:1
're palm:1
're perhaps:1
're planing:1
're planning:3
're plastic:1
're playing:8
're plugged:1
're pointy:1
're popping:1
're practically:1
're practicing:1
're pretty:6
're probably:4
're properly:1
're protected:1
're purchasing:2
're pursuing:1
're quite:1
're ready:2
're really:5
're reasonably:1
're recorded:1
're recording:3
're reliable:1
're relly:1
're responsive:1
're rock-solid:1
're round:1
're running:2
're satisfied:1
're searching:3
're selling:1
're serious:1
're set:1
're set.if:1
're shopping:1
're sick:1
're significantly:1
're silky:1
're simply:2
're singing:1
're sitting:1
're slightly:1
're small:3
're so:5
're sold:1
're someone:1
're spending:1
're spot:1
're starting:1
're stiff:1
're still:6
're stretched:1
're sturdy:1
're supposed:2
're supremely:1
're sustaining:1
're switched:1
're talking:1
're the:5
're thinking:3
're threading:1
're tired:3
're toating:1
're too:3
're trying:4
're tuning:3
're twice:2
're uncomfortable:1
're unresponsive:1
're used:6
're using:16
're usually:2
're very:8
're wanting:1
're way:1
're willing:6
're wondering:2
're working:1
're worried:2
're worth:8
's !:1
's !!!:1
's !!!!:1
's $:8
's &#34;:3
's '':1
's *:1
's ,:49
's -:1
's --:1
's -lrb-:7
's -rrb-:8
's .:60
's ...:4
's .60:1
's /:3
's 1:1
's 10.5:1
's 100:2
's 11:1
's 15:3
's 2:2
's 3:1
's 3/4:1
's 320:1
's 5:4
's 6:1
's 7th:1
's 8:1
's 80/20:1
's ::2
's ?:2
's `:6
's ``:12
's a:375
's ability:3
's about:18
's absolutely:2
's accurate:7
's acoustic:2
's actually:9
's adjustable:6
's advertised:2
's affordable:3
's after:4
's aggravating:1
's album:1
's all:25
's almost:8
's along:1
's alota:1
's already:4
's also:36
's alternative:1
's always:7
's amazing:6
's amp:2
's an:33
's and:48
's annoying:1
's annoying.anyway:1
's another:10
's any:2
's anything:1
's appearance:1
's applied:1
's are:26
's around:3
's arrangement:1
's art:1
's articulate:1
's as:12
's assembly:1
's at:6
's attached:1
's au:1
's aux:1
's available:2
's awesome:3
's awkward:1
's back:2
's backpack:1
's bag:1
's balance:1
's ball:1
's barely:1
's base:1
's based:2
's baseline:1
's basically:3
's bass:2
's battery:1
's bd-2:1
's be:4
's beautiful:1
's beautiful.but:1
's because:10
's become:4
's been:23
's before:1
's behind:1
's behringer:1
's being:2
's bend:1
's best:5
's better:12
's between:1
's big:3
's bigger:2
's boards:1
's body:2
's boss:1
's boyfriend:1
's br:1
's brand:2
's bridge:2
's bring:1
's brit-70:1
's bubble:1
's build:1
's built:14
's built-in:2
's bulky:1
's bus-powered:1
's but:5
's buttons:1
's by:1
's cables:2
's california:1
's called:2
's calling:1
's came:1
's camera:1
's can:1
's capabilities:2
's capable:1
's capacity:1
's case:2
's cased:1
's casing:2
's centered:1
's certainly:5
's change:1
's character:1
's cheap:9
's cheaper:1
's choice:2
's choices:1
's chops:1
's chorus:2
's chromatic:1
's church:2
's circular:1
's class:1
's clean:2
's cleaned:1
's clear:5
's clearly:1
's cling:1
's close:2
's closer:1
's collection:1
's come:1
's comfortable:5
's compact:3
's competition:1
's compressor:1
's confusing:3
's connected:1
's connector:1
's considerably:1
's constructed:1
's construction:3
's control:1
's convenient:2
's cool:1
's corner:1
's correctly:1
's cost:3
's counter:1
's cousin:1
's cracked:1
's cramp:1
's crapware:1
's crazy:3
's credit:1
's crooked:1
's crummy:1
's curved:2
's customer:3
's cut:1
's cuts:1
's d'addario:1
's daugher:1
's dawg:1
's day:1
's day.enter:1
's dead:3
's decent:1
's defects:1
's definitely:16
's delicate:1
's demo:1
's dented:1
's described:1
's description:3
's deserving:1
's design:2
's designed:7
's desire:1
's diaphragm:1
's different:2
's difficult:6
's difficulty:1
's digging:1
's directre:1
's disconcerting:1
's dismay:1
's display:2
's distinctive:1
's distortion:2
's distortions:1
's dj:1
's do:7
's doing:1
's down:1
's downright:1
's driver:1
's drivers:1
's drummer:1
's dry.i:1
's dull:1
's durable:1
's ear:1
's ear.my:1
's ears:1
's ease:1
's easier:8
's easily:3
's easy:39
's echo:1
's edrums:1
's effect:1
's either:2
's electric:3
's elliptical:1
's emperor:1
's endless:1
's enough:4
's eq:3
's equalizer:1
's equipment:1
's especially:2
's essentially:1
's even:5
's ever:1
's every:2
's everything:2
's evolution:1
's exactly:5
's excellent:5
's except:1
's exceptionally:1
's exclusively:1
's executed:1
's existence:1
's exl110s:1
's expectations:1
's expected:1
's expensive:1
's experience:1
's extreme:1
's extremely:3
's eye:1
's face:5
's failed:1
's fair:1
's fairly:5
's fairy:1
's fall:1
's famous:1
's far:2
's fast:2
's fault:3
's feature:1
's feel:1
's feels:1
's fender:5
's fine:12
's fine.i:1
's fingerboard:1
's finish:3
's first:2
's flat:2
's fleshy:1
's flexible:1
's fluttering:1
's flying:1
's for:21
's form:1
's freakin:1
's frequency:1
's fretboard:1
's friend:8
's friend.things:1
's from:1
's front:1
's full:2
's fun:5
's funny:1
's gain:1
's garageband:1
's garbage:1
's gator:1
's gear:15
's gentle:1
's get:4
's gets:1
's getting:3
's gimic-type:1
's give:1
's given:1
's glue:1
's go:3
's going:16
's gone:2
's good:22
's good-looking:1
's gorgeous:1
's got:22
's great:38
's great!common:1
's great.sooooo:1
's grip:1
's guess:1
's guide:1
's guilty:1
's guitar:4
's guitars:1
's had:3
's hair:1
's halpfull:1
's handle:1
's happened:1
's happening:1
's hard:32
's hardware:1
's have:5
's head:2
's head.after:1
's headphone:2
's headstock:4
's heavier:1
's heavily-constructed:1
's heavy:8
's heft:1
's height:2
's held:1
's helped:2
's helps:1
's here:1
's high:2
's hm-2:1
's holding:5
's hooked:1
's hope:1
's house:1
's how:6
's hung:1
's i:13
's idea:1
's if:1
's imho:1
's imperative:1
's important:8
's importent:1
's impressive:1
's in:17
's including:1
's inconvenient:1
's incredibly:1
's inefficient:1
's inexpensive:2
's infinitely:1
's inherent:1
's input:2
's instructions:1
's instrument:3
's intact:1
's intended.one:1
's interesting:1
's internal:1
's into:2
's iphone:1
's ipod:1
's irrelevant:1
's is:4
's it:8
's it.there:1
's ive:1
's jacquard:2
's jazz:1
's job:11
's joined:1
's just:80
's killing:1
's kind:10
's kinda:2
's kit:1
's knock:1
's kramer:1
's l&m:1
's lack:1
's largely:2
's last:1
's lead:2
's leather:1
's leathers:3
's leave:1
's length:1
's les:1
's less:1
's life:3
's light:13
's light-weight:1
's lighter:1
's lightweight:5
's like:13
's likely:1
's liking:1
's limitations.so:1
's limited:1
's line:2
's line-in:1
's list:1
's literally:1
's literature:1
's little:5
's locations:1
's long:1
's look:1
's looking:1
's looks:1
's looks.i:1
's lots:1
's loud:1
's lovely:1
's low:4
's low-profile:1
's lp:1
's lunchbox:1
's lz:1
's made:17
's main:1
's make:1
's makes:2
's mandolin:3
's manual:3
's marketed:1
's marshall:1
's martin:1
's max:1
's may:2
's me:1
's mean:1
's meant:2
's measurements:1
's measuring:1
's metal:8
's meter:1
's mic:1
's micro-sdhc:1
's microphone.i:1
's midi:1
's midi/synthe:1
's military:1
's millions:1
's mini:1
's minor:1
's missing:2
's mission:1
's mixer:2
's model:1
's modern:1
's mom:1
's momentary:1
's monitor.kinks:1
's more:25
's mosquito:1
's most:1
's mostly:1
's mount:1
's mouth:1
's mouth.bearing:1
's moved:2
's much:13
's music:2
's must:1
's muted.the:1
's mxr:6
's my:19
's name:2
's nanoweb:1
's natural:3
's nature:1
's nearly:1
's necessary:1
's neck:4
's needed:2
's needs:4
's never:4
's new:3
's next:1
's nice:14
's nightmare!i:1
's no:57
's noisier:1
's noisy:1
's normal:2
's not:234
's not.oh:1
's nothing:14
's noticable:1
's noticeable:1
's now:3
's nut:1
's nuts:1
's nylon:4
's obnoxious:1
's obvious:1
's obviously:1
's oddball:1
's of:5
's off:7
's oil:2
's ok:12
's ok4:1
's okay:8
's on:22
's on-stage:1
's onboard:1
's one:10
's online:1
's only:14
's opened:1
's opinion:1
's or:7
's original:1
's oscar:1
's other:2
's out:3
's outdoor:1
's output:3
's over:4
's overall:2
's overdrive:1
's overly:1
's overstating:1
's overture:1
's own:13
's packaging:2
's packed:1
's padding:2
's page:1
's palate:1
's part:3
's partially:1
's party:1
's past:1
's pawnshop:1
's pedal:1
's perfect:15
's perfectly:2
's performance:4
's performed:1
's perhaps:1
's petals:1
's phantom:1
's pierce:1
's pitch:1
's pitiful:1
's place:2
's place.no:1
's placement:1
's plain:2
's plainly:1
's plastic:1
's playing:2
's plays:1
's plenty:9
's plug:1
's plug-and-play:1
's plugged:2
's plus:1
's plywood:1
's pocket:1
's pointed:1
's popular:1
's portability:1
's portable:1
's possible:3
's posture:1
's pot:1
's power:1
's powered:1
's powering:1
's practicing:1
's pre-shielded:1
's predecessors:1
's presence:1
's pretty:32
's previous:1
's price:11
's price.this:1
's price.you:1
's priced:1
's pricier:1
's pricing:1
's primary:2
's probably:18
's problems:1
's produce:1
's produces:1
's product:2
's pros:1
's proven:1
's pulled:2
's pure:2
's purely:2
's purple:2
's purpose:7
's put:1
's quack:1
's quality:5
's quick:2
's quiet:2
's quirks:1
's quite:7
's range:2
's rating:1
's read:1
's ready:5
's real:4
's realized:1
's really:37
's reasonable:1
's reasonably:1
's recognized:1
's recording:1
's red:4
's reflected:1
's regular:2
's relative:1
's relatively:3
's republic:1
's reputation:1
's responds:1
's response:1
's responsiveness:1
's return:1
's reviews:1
's rig:1
's right:10
's right.update:1
's rock:1
's roland:1
's rotating:2
's rough:1
's rounded:1
's rubber:1
's rugged:4
's running:2
's sake:1
's sat:1
's saved:1
's say:4
's says:1
's scale:1
's screen:1
's screw:1
's screwed:2
's scroll:1
's seagull:1
's search:1
's secure:1
's seem:2
's seemed:1
's selection:1
's self:1
's sequence:1
's seriously:1
's service:1
's set:1
's shape:1
's short:2
's shortest:2
's should:1
's shure:1
's signal:1
's signature:1
's silk:1
's silver:1
's similar:2
's simple:8
's simplicity:1
's simply:5
's since:1
's sinlge:1
's size:7
's skeaker:1
's slap:1
's slinky:1
's sm7b:1
's small:16
's smaller:3
's smooth:1
's snare:1
's snarks.my:1
's snout:1
's so:28
's soft:4
's software:1
's sold:3
's solid:9
's solid-state:1
's soloi:1
's some:4
's something:1
's sonar:1
's sort:3
's sound:9
's soundhole:1
's sounds:2
's sparked:1
's speaker:2
's speakers:1
's specs:1
's springiness:1
's squier:2
's stack:1
's standard:1
's standards:1
's star:1
's start:1
's stated:1
's stayed:1
's stile:1
's still:34
's stock:1
's store:1
's straightforward:1
's strap:6
's strapped:1
's straps:1
's strat:1
's stretched:1
's strings:2
's strong:2
's sturdy:3
's style:1
's sublime:1
's substantial:1
's subtle:1
's super:4
's supieror:1
's supple:1
's support:1
's supporting:1
's suppose:2
's supposed:20
's supposse:1
's surprisingly:2
's survived:1
's sustain:1
's sweet:3
's symmetric:1
's system:1
's tailpiece:1
's takamine:1
's take:2
's taken:1
's talent:1
's talk:1
's tallest:1
's tape:1
's taylor:1
's technically:1
's tend:1
's terminal:1
's terrible:1
's that:15
's the:70
's their:2
's them:1
's then:1
's there:6
's there.the:1
's these:1
's thick:1
's thinner:2
's this:3
's though:1
's three:1
's tight:3
's time:1
's tiny:2
's tm300:1
's to:14
's tone:10
's tongue:1
's tons:1
's too:15
's tool:1
's top:2
's top-ranked:1
's toshiba:1
's tough:3
's toy:1
's trade:1
's transport:1
's travel:1
's travelled:1
's tri:1
's true:5
's truly:3
's tube:1
's tubes:3
's tucked:1
's tune:1
's tuned:3
's tuning:1
's turned:1
's tusq:1
's twice:1
's ultra:1
's ultra-compact:1
's unbelievably:1
's under:3
's understandable:1
's unfortunate:1
's universal:1
's unmatched:1
's unpleasant:1
's unwound:1
's up:3
's uploaded:1
's usb:1
's use:2
's used:5
's useful:1
's useless:1
's user:1
's usual:1
's usually:1
's utterly:1
's versatility:1
's very:53
's vhf:1
's vibrato:1
's view:1
's virtual:1
's virtually:1
's voice:1
's volume:2
's vox:1
's warehouse:1
's warning:1
's way:5
's web:2
's website:3
's website.to:1
's weight:2
's well:18
's well-constructed:1
's were:1
's what:44
's what!i:1
's when:4
's where:7
's which:2
's while:1
's who:1
's why:21
's why.first:1
's wide:1
's wider:2
's width:1
's will:1
's windy:1
's wireless:1
's with:7
's without:2
's won:1
's wonderful:4
's word:2
's work:1
's worked:3
's working:5
's works:2
's worse:1
's worst:1
's worth:31
's xmidi:1
's yamaha:2
's yellow:1
's yet:1
's yoke:1
's your:4
's youtube:1
's zinc:1
'till it:1
've &#34;:1
've 2:1
've `:1
've achieved:1
've added:2
've all:3
've almost:1
've already:6
've also:14
've always:21
've another:1
've banged:1
've become:3
've been:202
've bought:24
've broken:3
've certainly:1
've changed:3
've collected:1
've come:10
've crammed:1
've cut:1
've decided:1
've demoed:1
've dissuaded:1
've done:8
've dropped:2
've either:1
've ended:1
've enjoyed:1
've established:1
've even:8
've ever:53
've exceeded:1
've experienced:2
've experienced.it:1
've figured:1
've found:40
've gigged:1
've given:3
've gone:4
've got:42
've gotten:11
've grown:1
've had:123
've have:2
've heard:21
've held:1
've helped:1
've hurt:1
've installed:2
've just:5
've kinda:1
've knocked:1
've known:3
've lasted:1
've learned:6
've like:1
've liked:1
've listened:3
've looked:2
've loved:1
've lowered:1
've made:9
've make:1
've managed:1
've mentioned:1
've messed:1
've met:1
've mixed:1
've modified:1
've mostly:1
've mounted:1
've needed:2
've never:53
've not:10
've noticed:8
've now:4
've only:23
've opted:2
've order:1
've ordered:6
've owned:37
've owned.final:1
've paid:1
've performed:1
've personally:3
've played:17
've plugged:1
've posted:3
've preferred:1
've pretty:2
've probably:1
've purchase:1
've purchased:13
've put:3
've rated:1
've reached:3
've read:15
've really:1
've received:1
've recently:1
've recorded:5
've relied:1
've removed:1
've reviewed:2
've revised:1
've run:2
've said:1
've save:1
've see:1
've seen:43
've selected:1
've set-up:1
've shopped:1
've simply:2
've since:5
've slid:1
've solved:1
've spent:5
've started:1
've stated:1
've stayed:1
've submitted:1
've successfully:1
've switched:2
've taken:3
've tested:2
've tied:1
've tossed:1
've tried:90
've trusted:2
've tryed:1
've tuned:2
've typically:1
've updated:2
've upgraded:1
've uploaded:1
've use:2
've used:127
've used.the:2
've voted:1
've wanted:1
've watched:4
've wired:1
've worked:2
've worn:1
've written:1
've yet:6
* !!!:1
* ,:1
* 1:1
* ::1
* a:2
* all:1
* almost:1
* amazing:1
* an:1
* and:1
* angles:1
* another:1
* are:1
* as:1
* at:2
* awesome:1
* bad:1
* balance:1
* balanced:1
* be:1
* because:1
* being:1
* better:2
* boost:1
* bright:1
* brilliance:1
* but:2
* by:1
* clean:1
* comfort:1
* conclusioni:1
* cough:2
* did:1
* durabilitythe:1
* easily:1
* easy-to-use:1
* edit:1
* edited:1
* eq:1
* first:1
* fit:1
* fits:1
* for:2
* free:1
* i:2
* if:1
* in:1
* incredible:1
* indications:1
* instead:1
* is:6
* it:4
* just:1
* leds:1
* like:1
* line:2
* little:1
* mellow:1
* might:1
* more:1
* mute:1
* my:1
* natural:1
* needs:1
* not:4
* one:1
* only:1
* ouch:1
* overall:1
* plug:1
* pre-amp:1
* quite:1
* really:2
* rocks:1
* seem:1
* small:1
* smooth:1
* so:3
* something:1
* stereo:1
* superior:2
* that:1
* the:17
* there:2
* they:3
* think:2
* this:2
* tight:1
* to:1
* tone:2
* too:1
* true:1
* unlike:1
* variety:1
* very:3
* warm:1
* what:2
* while:1
* white:1
* wider:1
* yet:1
** *:1
** **:5
** .:1
** 10-23-2012:1
** after:1
** edit:2
** if:1
** nothing:1
** ok:1
** original:1
** recently:1
** so:1
** still:1
** the:1
** to:1
** update:4
*** -:1
*** .:2
*** after:1
*** as:1
*** happens:1
*** i:1
*** im:1
*** rs:1
*** the:1
*** update:2
**** i:1
**** update:1
****************** d'addario:1
********************** a:1
***************************** edit:1
****************************** edit:1
********************************* still:1
************************************* 09/27/2013i:1
***************************************** 09/27/2013still:1
+ !:1
+ &#34;:1
+ +:5
+ ,:3
+ .:2
+ /:3
+ ::1
+ ?:1
+ analog:1
+ and:1
+ at:2
+ backing:1
+ battery:1
+ bit:2
+ boom:1
+ buy:1
+ cable:2
+ depth:1
+ digital:1
+ digitech:1
+ easy:1
+ for:3
+ freebee:1
+ good:2
+ hours:2
+ i:2
+ in:1
+ inches:1
+ includes:2
+ inputs:1
+ is:3
+ lead:1
+ long:1
+ loop:1
+ metal:1
+ multiple:1
+ neck:3
+ no:1
+ on:2
+ one:1
+ or:2
+ overall:1
+ pedalit:1
+ plug:1
+ pop:1
+ portable:1
+ preamp:1
+ price:1
+ second:1
+ secured:1
+ shockmount:1
+ smackers:1
+ so:1
+ stand:1
+ sturdy:1
+ the:1
+ thousands:1
+ tiny:1
+ until:1
+ usb:1
+ value:1
+ very:1
+ vibe:1
+ weeks:1
+ wireless:1
+ years:22
+ yeti:1
+ yrs:1
+2 db:1
+3 for:1
+4 dbu:1
+9 v:1
, !:1
, $:4
, &:8
, &#34;:17
, &#8216;:1
, ':1
, '':19
, +:1
, +3:1
, ,:111
, -:5
, -lrb-:41
, -lsb-:3
, -rrb-:8
, .:6
, ...:20
, .016:1
, .024:1
, .032:1
, .042:1
, .053:1
, .46:1
, /:1
, 0.12:1
, 0.16:1
, 0.28:1
, 0.38:1
, 0.48:1
, 1:6
, 1.14:2
, 1/4:5
, 10:1
, 100:1
, 12:5
, 12-52:1
, 12v:1
, 12vdc:1
, 13:1
, 14:1
, 15foot:1
, 15v:1
, 16:1
, 18vd:1
, 1973:1
, 1w:1
, 1 1/2:1
, 2:8
, 2.3:1
, 20:2
, 2010:2
, 2012:3
, 2013:2
, 2014:2
, 235hz:1
, 25-ft:1
, 2e:1
, 3:5
, 30:3
, 300:1
, 300ms:1
, 335:2
, 36-pack:1
, 4:1
, 4-countor:1
, 4/5:1
, 40w/30w:1
, 465hz:1
, 4ohm:1
, 5:7
, 5-star:1
, 50:2
, 55-60db:1
, 5th:1
, 6:7
, 6-string:1
, 65:3
, 65-70db:1
, 7:3
, 700ms:1
, 75:1
, 76mm:1
, 8:2
, 8ohm:1
, 9:2
, 9-42:1
, 90:1
, 99:1
, 9v:1
, `:9
, ``:30
, a:210
, ability:1
, about:11
, above:1
, absolutely:1
, ac:1
, ac/dc:1
, accentuate:1
, accessible:2
, accessories:1
, accidentally:1
, according:1
, accuracy:1
, accurate:11
, accurately:1
, accustic:1
, acer:1
, acoustic:10
, acoustic/electric:1
, acrobat:1
, across:1
, act:1
, action:3
, actually:6
, actually.the:1
, ada:1
, adaptability:1
, adapters:1
, adapts:1
, add:3
, addario:1
, added:2
, adding:4
, adequate:1
, adjustable:3
, adjusted:1
, adjusting:1
, adjusts:1
, aesthetics.why:1
, affordable:7
, after:41
, again:6
, aggressive:2
, ahem:1
, akai:1
, akg:2
, alas:1
, albeit:4
, alesis:2
, all:46
, all-around:1
, allen:1
, allowing:11
, allows:3
, allso:1
, almost:14
, along:9
, already:2
, also:16
, alternative:1
, alternatively:1
, although:54
, aluminum:1
, always:9
, am:2
, amazing:3
, amazingly:2
, amazon:11
, amazon!i:1
, ambient:1
, ambik:1
, american:2
, among:4
, amp:4
, amplified:1
, amps:5
, an:22
, analog:1
, analogous:1
, anchor:1
, and:2823
, and.also:1
, andy:1
, animals:1
, anon:1
, another:10
, ant:1
, any:9
, anybody:1
, anyhow:2
, anymore:1
, anyone:3
, anything:3
, anytime:1
, anyway:4
, anywhere:1
, api:1
, apparently:2
, appears:2
, applies:1
, apply:2
, approximately:1
, archtop:1
, are:26
, arepretty:1
, arrived:2
, articulate:1
, articulation:1
, artificial:1
, as:230
, aseven:1
, aside:2
, assignable:1
, assuming:3
, at:46
, at2021:1
, attached:2
, attack:1
, attractive:1
, audience:1
, audio:1
, audioquest:1
, austin:2
, auto:2
, aux:1
, avoid:1
, away:3
, awesome:3
, awkward:1
, b:5
, baby:1
, back:3
, backing:1
, backward:1
, bad:3
, balanced:3
, balancing:1
, ball:1
, band:1
, bands:1
, banjo:6
, banjos:3
, barely:2
, barking:1
, barney:1
, based:4
, baseman:1
, basic:2
, basically:2
, bass:19
, basses:1
, bassy:1
, batteries:1
, battery:1
, bb:1
, be:18
, beautiful:1
, beautifully:1
, became:1
, because:80
, becoming:2
, bed:1
, beefy:1
, been:5
, before:4
, beginners:2
, beginning:2
, behringer:10
, being:7
, believe:3
, below:1
, bend:2
, bendable:1
, bending:1
, bends:1
, besides:2
, best:8
, better:8
, between:3
, big:2
, bird:1
, bits:1
, bizarre:1
, black:5
, black.btw:1
, blackand:1
, blackanda:1
, blackare:1
, blackattached:1
, blackface:3
, blackto:2
, blackworks:1
, blasting:1
, blue:6
, blues:12
, bluesy:2
, boil:1
, bold:1
, bolts:1
, boo:1
, boost:2
, boss:7
, both:26
, bottom:1
, bought:4
, bouncing:1
, bout:1
, boutique:1
, bow:1
, boy:1
, brass:3
, break:1
, breaking:1
, breaks:1
, breath:1
, bridge:4
, bright:18
, brighter:7
, brightness:1
, brilliance:1
, bring:2
, bringing:2
, brit:1
, british:4
, brittleness:1
, bro.this:1
, broadcasting:1
, brought:1
, brown:1
, bruising:1
, bue:1
, build:1
, building:1
, built:9
, but:2338
, butat:1
, butdo:1
, butt:1
, butterscotch:1
, buy:25
, buying:2
, by:17
, c:1
, c'mon:1
, c.i:1
, ca:14
, ca-40:4
, cabinets:1
, cable:5
, cables:5
, cafeteria:1
, cajon:1
, calling:2
, cam:1
, came:7
, can:11
, canare:1
, cans:1
, cant:2
, capo:4
, capos:2
, caps:1
, car:1
, cardboard:2
, careless:1
, carodid:1
, carry:3
, cases:1
, casino:1
, cause:7
, caused:1
, causing:2
, cavaquinhos:1
, ccr:1
, cd:1
, cello:1
, cellos:1
, certain:3
, certainly:2
, chaining:1
, chances:1
, change:3
, changed:1
, changing:2
, chapterhouse:1
, chargers:1
, charvel:1
, cheap:18
, cheaper:6
, cheapest:1
, cheapies:1
, check:5
, checking:1
, chicken:1
, chinese:1
, chorus:13
, choruses:1
, chromacast:1
, chromes:1
, ciok:1
, circa:1
, claiming:2
, clamp:1
, clamps:1
, clapton:1
, clarinet:1
, clarity:1
, class:1
, classic:7
, classical:2
, clavinet:1
, clean:17
, cleaner:1
, cleaning:4
, cleans:1
, clear:9
, clearaudio:1
, click:4
, click-less:1
, clip:1
, clipped:2
, clipping:1
, clips:3
, clone:1
, close:1
, closer:1
, club:1
, clubs:1
